master_person_id,first_name,last_name,title,engagement_score,recency_score,profile_fit_score,account_score,readiness_score,score_percentile,priority_tier,readiness_band,score_breakdown_json,eligibility_status,structural_block_flag,top_positive_reasons,top_negative_reasons
MP00000000000668,Christine,Glenn,,19.0,20.0,2.29,0.0,41.29,51.81,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 20.0, ""profile"": 2.29, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000669,Wendy,Gonzalez,,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000670,Derrick,Ayala,Senior Security Analyst,17.0,12.0,4.86,0.0,33.86,37.81,Cold,Low,"{""engagement"": 17.0, ""recency"": 12.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000671,Kathryn,Hill,Threat Intelligence Analyst,15.0,12.0,2.29,0.0,29.29,28.94,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000672,Alex,Analyst,SOC Analyst,7.0,20.0,10.23,0.0,37.23,43.17,Cold,Low,"{""engagement"": 7.0, ""recency"": 20.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000673,Gwendolyn,Vasquez,,0.0,0.0,4.29,0.0,4.29,2.92,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 4.29, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000674,Stanley,Johnson,,0.0,0.0,7.09,0.0,7.09,6.42,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 7.09, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000675,Jennifer,Long,Customer Success Manager,33.0,25.0,2.86,0.0,60.86,84.36,Warm,High,"{""engagement"": 33.0, ""recency"": 25.0, ""profile"": 2.86, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000676,Anna,Pena,,4.0,12.0,4.86,0.0,20.86,22.75,Cold,Low,"{""engagement"": 4.0, ""recency"": 12.0, ""profile"": 4.86, ""account"": 0.0}",Blocked,True,None,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000677,Laura,Thompson,VP of Information Security,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000678,Karina,Gordon,Director Security Operations,23.0,25.0,8.46,0.0,56.46,78.41,Monitor,Medium,"{""engagement"": 23.0, ""recency"": 25.0, ""profile"": 8.46, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)",Data gap: missing account linkage (orphan)
MP00000000000679,Michael,Maxwell,Cyber Security Analyst,19.0,12.0,10.23,0.0,41.23,51.34,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000680,Monica,Butler,Director of Cybersecurity,15.0,12.0,8.46,0.0,35.46,40.26,Cold,Low,"{""engagement"": 15.0, ""recency"": 12.0, ""profile"": 8.46, ""account"": 0.0}",Blocked,True,High-tier buying authority (Director/C-Suite),Data gap: missing account linkage (orphan)
MP00000000000681,Nicholas,Lopez,,20.0,25.0,6.29,0.0,51.29,69.78,Monitor,Medium,"{""engagement"": 20.0, ""recency"": 25.0, ""profile"": 6.29, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000682,Kristin,Walker,,19.0,6.0,9.66,0.0,34.66,39.09,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000683,Leslie,Cox,Threat Intelligence Analyst,15.0,16.0,2.29,0.0,33.29,36.76,Cold,Low,"{""engagement"": 15.0, ""recency"": 16.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000684,Alexander,Moreno,Senior Security Analyst,22.0,25.0,10.23,0.0,57.23,79.46,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 25.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000685,Cindy,King,Threat Intelligence Analyst,19.0,6.0,7.66,0.0,32.66,35.71,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 7.66, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000686,Shelley,Ortega,Security Researcher,0.0,20.0,4.86,0.0,24.86,24.97,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 4.86, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000687,Calvin,Anderson,SOC Analyst,0.0,0.0,10.23,0.0,10.23,11.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 0.0}",Blocked,True,High profile completeness,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000688,Eric,Kirby,VP Cybersecurity,19.0,6.0,18.23,0.0,43.23,55.08,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 18.23, ""account"": 0.0}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000689,Destiny,Martinez,Director of Cybersecurity,19.0,21.0,15.83,0.0,55.83,77.36,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 21.0, ""profile"": 15.83, ""account"": 0.0}",Eligible,False,"High-tier buying authority (Director/C-Suite), High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000690,Logan,Scott,Information Security Director,24.0,12.0,2.29,0.0,38.29,44.92,Cold,Low,"{""engagement"": 24.0, ""recency"": 12.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000691,Noah,Lewis,,19.0,6.0,4.86,0.0,29.86,30.57,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 4.86, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000692,Tony,Stewart,,19.0,12.0,6.86,0.0,37.86,44.22,Cold,Low,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 6.86, ""account"": 0.0}",Blocked,True,None,"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000693,Jared,Brown,,0.0,16.0,9.09,0.0,25.09,25.2,Cold,Low,"{""engagement"": 0.0, ""recency"": 16.0, ""profile"": 9.09, ""account"": 0.0}",Eligible,False,None,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000694,Aaron,Kelly,,7.0,25.0,9.09,0.0,41.09,50.99,Monitor,Medium,"{""engagement"": 7.0, ""recency"": 25.0, ""profile"": 9.09, ""account"": 0.0}",Blocked,True,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","High automation inflation (DQ-8: >70% sends), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000695,Gary,Powers,,22.0,12.0,15.26,0.0,49.26,66.63,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 12.0, ""profile"": 15.26, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000696,Eric,Moran,SOC Analyst,15.0,6.0,10.23,0.0,31.23,33.02,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000697,Larry,Cameron,Information Security Manager,7.0,25.0,13.43,0.0,45.43,59.63,Monitor,Medium,"{""engagement"": 7.0, ""recency"": 25.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness","High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000698,Jeffrey,Cunningham,Security Analyst,15.0,6.0,10.23,0.0,31.23,33.02,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000699,Lisa,Smith,Threat Intelligence Analyst,24.0,6.0,4.86,0.0,34.86,39.44,Cold,Low,"{""engagement"": 24.0, ""recency"": 6.0, ""profile"": 4.86, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000700,Sean,Davis,,0.0,0.0,10.29,0.0,10.29,12.72,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.29, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000701,Jason,Lopez,,0.0,0.0,18.86,0.0,18.86,22.05,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 18.86, ""account"": 0.0}",Blocked,True,High-tier buying authority (Director/C-Suite),"Zero response history (passive sends only), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000702,Sandy,Wilson,,7.0,25.0,1.71,0.0,33.71,37.69,Cold,Low,"{""engagement"": 7.0, ""recency"": 25.0, ""profile"": 1.71, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000703,Jose,Christian,,7.0,25.0,4.86,0.0,36.86,42.47,Cold,Low,"{""engagement"": 7.0, ""recency"": 25.0, ""profile"": 4.86, ""account"": 0.0}",Blocked,True,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000704,Patrick,Joyce,,33.0,23.0,10.29,0.0,66.29,91.13,Warm,High,"{""engagement"": 33.0, ""recency"": 23.0, ""profile"": 10.29, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000705,Alexandria,Hamilton,,24.0,20.0,15.26,0.0,59.26,82.5,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 20.0, ""profile"": 15.26, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000706,Michelle,Nicholson,Information Security Manager,0.0,16.0,13.43,0.0,29.43,29.75,Cold,Low,"{""engagement"": 0.0, ""recency"": 16.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,High profile completeness,"High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000707,Ryan,Chandler,VP Cybersecurity,27.67,15.0,10.86,0.0,53.53,72.7,Monitor,Medium,"{""engagement"": 27.67, ""recency"": 15.0, ""profile"": 10.86, ""account"": 0.0}",Restricted,False,High interaction volume (3+ responses),"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000708,Joshua,Hayes,,32.0,23.0,9.66,0.0,64.66,88.8,Warm,High,"{""engagement"": 32.0, ""recency"": 23.0, ""profile"": 9.66, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000709,Kathryn,Rice,Cyber Security Analyst,32.0,25.0,2.29,0.0,59.29,82.61,Monitor,Medium,"{""engagement"": 32.0, ""recency"": 25.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000710,Lauren,Barron,Cyber Security Analyst,15.0,6.0,7.66,0.0,28.66,27.89,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 7.66, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000711,Christopher,Lopez,,0.0,0.0,1.71,0.0,1.71,0.12,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 1.71, ""account"": 0.0}",Restricted,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000712,Jason,King,Cyber Security Analyst,0.0,0.0,10.23,0.0,10.23,11.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 0.0}",Blocked,True,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000713,Christopher,Fields,IT Security Manager,0.0,0.0,8.86,0.0,8.86,8.75,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000714,Lisa,Clayton,Security Operations Manager,30.5,25.0,8.86,0.0,64.36,88.33,Warm,High,"{""engagement"": 30.5, ""recency"": 25.0, ""profile"": 8.86, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000715,Heather,Gregory,SecOps Manager,24.0,20.0,13.43,0.0,57.43,80.05,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 20.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High profile completeness",Data gap: missing account linkage (orphan)
MP00000000000716,Linda,Acevedo,,7.0,20.0,9.66,0.0,36.66,41.89,Cold,Low,"{""engagement"": 7.0, ""recency"": 20.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000717,Nichole,Acosta,Information Security Director,0.0,0.0,9.66,0.0,9.66,9.68,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000718,Andrew,Ball,,25.67,25.0,6.29,0.0,56.96,79.35,Monitor,Medium,"{""engagement"": 25.67, ""recency"": 25.0, ""profile"": 6.29, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000719,Gregory,King,Solutions Engineer,4.0,20.0,6.86,0.0,30.86,32.44,Cold,Low,"{""engagement"": 4.0, ""recency"": 20.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000720,Samuel,Holmes,Developer,27.67,24.0,2.86,0.0,54.53,75.03,Monitor,Medium,"{""engagement"": 27.67, ""recency"": 24.0, ""profile"": 2.86, ""account"": 0.0}",Blocked,True,High interaction volume (3+ responses),"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: shared general inbox address"
MP00000000000721,Jeffrey,Burgess,,24.0,17.0,6.86,0.0,47.86,63.36,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 17.0, ""profile"": 6.86, ""account"": 0.0}",Blocked,True,None,"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000722,Victoria,Patterson,Security Engineer,23.0,25.0,2.86,0.0,50.86,69.08,Monitor,Medium,"{""engagement"": 23.0, ""recency"": 25.0, ""profile"": 2.86, ""account"": 0.0}",Blocked,True,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000723,Rebecca,Hoover,VP Cybersecurity,0.0,20.0,9.66,0.0,29.66,30.11,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,"Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)","High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000724,Robert,Roach,,9.0,25.0,2.29,0.0,36.29,41.31,Cold,Low,"{""engagement"": 9.0, ""recency"": 25.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000725,Antonio,Taylor,Threat Intelligence Analyst,12.67,25.0,4.86,0.0,42.53,53.91,Monitor,Medium,"{""engagement"": 12.67, ""recency"": 25.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000726,Nathan,Sullivan,Information Security Director,24.33,25.0,15.83,0.0,65.16,89.85,Warm,High,"{""engagement"": 24.33, ""recency"": 25.0, ""profile"": 15.83, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, High-tier buying authority (Director/C-Suite)",Data gap: missing account linkage (orphan)
MP00000000000727,Seth,Sanders,Account Executive,0.0,0.0,6.86,0.0,6.86,5.6,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000728,Maurice,Gutierrez,Information Security Analyst,0.0,6.0,4.86,0.0,10.86,13.19,Cold,Low,"{""engagement"": 0.0, ""recency"": 6.0, ""profile"": 4.86, ""account"": 0.0}",Eligible,False,None,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000729,Tim,Hernandez,Senior Security Analyst,9.0,20.0,7.66,0.0,36.66,41.89,Cold,Low,"{""engagement"": 9.0, ""recency"": 20.0, ""profile"": 7.66, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000730,Joshua,Vaughn,Senior Security Analyst,35.4,19.0,10.23,0.0,64.63,88.68,Warm,High,"{""engagement"": 35.4, ""recency"": 19.0, ""profile"": 10.23, ""account"": 0.0}",Restricted,False,"High interaction volume (3+ responses), High profile completeness","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan), Data quality risk: duplicate email address"
MP00000000000731,Tyler,Martin,,0.0,0.0,9.09,0.0,9.09,9.22,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 9.09, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000732,Anthony,Flores,,15.0,6.0,17.66,0.0,38.66,45.97,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 17.66, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000733,Erin,Fletcher,,19.0,12.0,6.29,0.0,37.29,43.41,Cold,Low,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 6.29, ""account"": 0.0}",Eligible,False,None,"Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000734,Jessica,Davis,Cyber Security Analyst,19.0,12.0,10.23,0.0,41.23,51.34,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000735,Taylor,Fowler,Director of Cybersecurity,19.0,6.0,8.46,0.0,33.46,37.34,Cold,Low,"{""engagement"": 19.0, ""recency"": 6.0, ""profile"": 8.46, ""account"": 0.0}",Eligible,False,High-tier buying authority (Director/C-Suite),Data gap: missing account linkage (orphan)
MP00000000000736,Christopher,Reynolds,Information Security Analyst,29.0,23.0,7.66,0.0,59.66,82.96,Monitor,Medium,"{""engagement"": 29.0, ""recency"": 23.0, ""profile"": 7.66, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days","Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000737,Matthew,Fitzpatrick,IT Security Manager,24.0,21.0,2.29,0.0,47.29,62.54,Monitor,Medium,"{""engagement"": 24.0, ""recency"": 21.0, ""profile"": 2.29, ""account"": 0.0}",Blocked,True,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000738,Juan,Walker,Vice President Security,22.0,16.0,10.86,0.0,48.86,65.46,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 16.0, ""profile"": 10.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000739,Timothy,Wood,,15.0,20.0,7.09,0.0,42.09,53.09,Monitor,Medium,"{""engagement"": 15.0, ""recency"": 20.0, ""profile"": 7.09, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000740,Miguel,Smith,,0.0,0.0,2.29,0.0,2.29,0.58,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing title field"
MP00000000000741,Christopher,Luna,SOC Analyst,0.0,0.0,10.23,0.0,10.23,11.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000742,Stephanie,Vasquez,IT Security Manager,2.0,25.0,6.86,0.0,33.86,37.81,Cold,Low,"{""engagement"": 2.0, ""recency"": 25.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Data gap: missing account linkage (orphan)"
MP00000000000743,Henry,Knapp,Security Operations Manager,0.0,20.0,8.86,0.0,28.86,28.24,Cold,Low,"{""engagement"": 0.0, ""recency"": 20.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,Hot recency: engaged within past 7 days,"High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000744,Clinton,Stevens,,0.0,0.0,8.29,0.0,8.29,7.7,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 8.29, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000745,Christian,Cooper,Senior Security Analyst,0.0,0.0,10.23,0.0,10.23,11.32,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 10.23, ""account"": 0.0}",Blocked,True,High profile completeness,"Zero response history (passive sends only), High automation inflation (DQ-8: >70% sends), Individual contributor profile (low decision influence)"
MP00000000000746,Luis,Johns,,15.0,6.0,9.66,0.0,30.66,32.09,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 9.66, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing title field, Data gap: missing account linkage (orphan)"
MP00000000000747,Sherri,Johnson,SOC Analyst,22.0,12.0,10.23,0.0,44.23,56.83,Monitor,Medium,"{""engagement"": 22.0, ""recency"": 12.0, ""profile"": 10.23, ""account"": 0.0}",Blocked,True,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000748,Brenda,Gibson,Security Analyst,0.0,0.0,2.29,0.0,2.29,0.58,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.29, ""account"": 0.0}",Eligible,False,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000749,Peter,Goodman,SecOps Manager,19.0,12.0,8.86,0.0,39.86,47.96,Cold,Low,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 8.86, ""account"": 0.0}",Eligible,False,None,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000750,Yesenia,Ramos,SecOps Manager,19.0,12.0,13.43,0.0,44.43,57.53,Monitor,Medium,"{""engagement"": 19.0, ""recency"": 12.0, ""profile"": 13.43, ""account"": 0.0}",Eligible,False,High profile completeness,Data gap: missing account linkage (orphan)
MP00000000000751,Katrina,Johnson,Senior Security Analyst,15.0,6.0,10.23,0.0,31.23,33.02,Cold,Low,"{""engagement"": 15.0, ""recency"": 6.0, ""profile"": 10.23, ""account"": 0.0}",Eligible,False,High profile completeness,"Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
MP00000000000752,Victor,Hubbard,Solutions Engineer,21.67,25.0,6.86,0.0,53.53,72.7,Monitor,Medium,"{""engagement"": 21.67, ""recency"": 25.0, ""profile"": 6.86, ""account"": 0.0}",Eligible,False,"High interaction volume (3+ responses), Hot recency: engaged within past 7 days, Engagement surge detected in past 14 days",Data gap: missing account linkage (orphan)
MP00000000000753,Ryan,Baird,Solutions Engineer,0.0,0.0,2.86,0.0,2.86,1.63,Cold,Low,"{""engagement"": 0.0, ""recency"": 0.0, ""profile"": 2.86, ""account"": 0.0}",Blocked,True,None,"Zero response history (passive sends only), Individual contributor profile (low decision influence), Data gap: missing account linkage (orphan)"
