lead_id,email,first_name,last_name,title,company,job_persona,job_level,lead_status,lead_source,has_opted_out,email_bounced,mkto_lead_score,is_converted,converted_contact_id,phone,industry,true_entry_date,created_date,mql_date
00QhnMnlUI0YDtNZkX,juan.walker@joyceplc.com,Juan,Walker,Vice President Security,Joyce PLC,Security Executive,,Working,Enterprise Event,False,False,84,False,,001-720-886-7808,Technology,2026-04-19 03:31:08,2026-04-19 03:31:08,
00QUtINcq8JIWct6aw,april.stewart@parsonsbryantandmartinez.com,April,Stewart,,"Parsons ,Bryant and Martinez",Security Operations,Individual Contributor,Open,Enterprise Event,False,True,49,False,,,Cybersecurity,2026-01-22 17:05:08,2026-05-15 03:00:00,
00QKxK0rjC2fS2YOVj,nicolas.garcia@vendorsystems.com,Nicolas,Garcia,Customer Success Manager,Smith and Sons  ,Non-Prospect,Manager,Disqualified,Direct Inbound,False,False,-5,False,,(494)928-4347x955,Retail,2026-05-19 21:48:08,2026-05-15 03:00:00,
00Q9L7J9gaVt1X3ECk,nathan.dickerson@clark-haynes.com,Nathan,Dickerson,,clark-haynes,Security Leadership,Director,Working,Paid Search,False,False,56,False,,872-592-9314x386,Technology,2026-01-29 11:49:08,2026-01-29 11:49:08,
00QihJc1y14hw07xQF,edward.shaffer@marshltd.com,Edward,Shaffer,,Marsh Ltd,,,Converted,Referral,False,False,73,True,003xJ0n2PvDHYglg7y,(667)228-8574,Technology,2026-01-07 20:28:08,2026-05-15 03:00:00,2026-01-11 00:28:08
00QdvLnThCH6jnJ9Wd,jason.king@garcia-martin.com,Jason,King,Cyber Security Analyst,Garcia-Martin,Security Operations,Individual Contributor,Nurture,Webinar,True,False,35,False,,+1-317-754-5588x4506,Cybersecurity,2026-04-15 18:28:08,2026-05-15 03:00:00,
00QsS2GPqZf3vUkvzD,debra.thompson@mccartygonzalezandjohnston.com,Debra,Thompson,Information Security Manager,"Mccarty, Gonzalez and Johnston",,Manager,Open,Paid Search,False,False,61,False,,001-745-858-7716x94722,Cybersecurity,2025-12-29 14:33:08,2026-05-15 03:00:00,
00QiPZTZTa35EtXPqS,christian.cooper@salazarsullivanandmeadows.com,Christian,Cooper,Senior Security Analyst,"Salazar, Sullivan and Meadows",Security Operations,Individual Contributor,SQL,Webinar,True,False,37,False,,454-249-6475x98762,,2026-04-18 01:13:08,2026-05-15 03:00:00,2026-04-24 06:13:08
00QQ7wwstYhE9zvZA8,johnathan.manning@lunaltd.com,Johnathan,Manning,,Luna Ltd,Security Leadership,Director,Open,Paid Search,False,False,55,False,,,Cybersecurity,2026-03-18 22:53:08,2026-05-15 03:00:00,
00QR64gfZfb5gUMHNF,caleb.johns@millerjacksonandgarcia.com,Caleb,Johns,Cyber Security Manager,"Miller, Jackson and Garcia",,Manager,Converted,Paid Search,False,False,,True,0034NWy6WFqOt34Pa4,,Finance,2026-04-29 08:47:08,2026-05-15 03:00:00,
00QX0GTtkJAIyMyd5A,wendy.garcia@brownwiseandwarren.com,Wendy,Garcia,Cyber Security Analyst,"Brown, Wise and Warren",,Individual Contributor,MQL,Webinar,False,False,61,False,,+1-421-264-3347x228,,2026-04-28 04:30:08,2026-05-15 03:00:00,2026-05-18 13:30:08
00QMqI6mfBMKbR5exU,michelle.mcdonald@alvaradollc.com,Michelle,Mcdonald,,Alvarado LLC,Security Management,Manager,Open,Enterprise Event,False,True,73,False,,+1-948-872-8299,Finance,2026-03-28 20:48:08,2026-05-15 03:00:00,
00Qqdfib91g5hiqle0,timothy.perez@bowmanfergusonandstout.com,Timothy,Perez,Senior Security Analyst,"Bowman, Fergusona nd Stout",Security Operations,Individual Contributor,Working,Webinar,False,False,38,False,,274-456-4240,Technology,2026-02-12 07:41:08,2026-05-15 03:00:00,
00QYlalJLb89EMHjT5,gwendolyn.vasquez@outlook.com,Gwendolyn,Vasquez,,mitchell-nichols,,Individual Contributor,MQL,Webinar,False,False,38,False,,001-874-806-4930x85368,Technology,2026-05-23 10:29:08,2026-05-23 10:29:08,2026-05-30 11:29:08
00QqD7vIsUEFylkQ3r,debbie.clayton@martinltd.com,Debbie,Clayton,Director Security Operations,Martin Ltd,,Director,MQL,Direct Inbound,True,False,84,False,,641.863.8944,Technology,2026-03-10 01:31:08,2026-05-15 03:00:00,2026-03-29 07:31:08
00QxNdkcFKsZN7vblu,derrick.rodriguez@competitorsec.com,Derrick,Rodriguez,Security Researcher,Castaneda,Non-Prospect,Individual Contributor,Nurture,Paid Search,False,False,1,False,,,Finance,2026-05-28 09:53:08,2026-05-15 03:00:00,2026-05-30 09:53:08
00QCX3IxLGgrL21e3A,cindy.lopez@williamson-nelson.com,Cindy,Lopez,Chief Security Officer,Williamson-Nelson,Security Executive,C-Suite,SQL,Executive Dinner,False,False,82,False,,,Technology,2026-04-30 17:09:08,2026-05-15 03:00:00,2026-05-06 02:09:08
00QJrN194r0y34cNef,andrew.compton@hernandezplc.com,Andrew,Compton,Threat Intelligence Analyst,Hernandez PLC,Security Operations,Individual Contributor,Open,Direct Inbound,True,False,57,False,,642-970-3120x7356,Finance,2026-03-14 22:08:08,2026-05-15 03:00:00,
00Q406gnZi91SofSYY,mark.bridges@ford-moody.com,Mark,Bridges,Security Operations Manager,Ford-Moody,Security Management,,MQL,Executive Dinner,False,False,68,False,,,Technology,2026-05-11 12:16:08,2026-05-15 03:00:00,2026-05-30 20:37:08
00QkiCh1U37zBhGJO8,charles.harrison@browngroup.com,Charles,Harrison,,Brown Group,Security Operations,Individual Contributor,Working,Enterprise Event,False,True,39,False,,,Cybersecurity,2025-12-12 23:50:08,2026-05-15 03:00:00,
00QeEnPDxEvYVFt6RO,lisa.clayton@huangllc.com,Lisa,Clayton,Security Operations Manager,Huang LLC,Security Management,,Working,Webinar,True,False,86,False,,536-973-0371,Technology,2026-04-12 18:20:08,2026-05-15 03:00:00,
00Q6JgCggbCqDGvhIv,marcus.soto@maldonaod-collins.com,Marcus,Soto,,Maldonaod-Collins,Security Management,Manager,Converted,Direct Inbound,False,False,72,True,003krLGgdpgh3JoGr2,,Cybersecurity,2026-02-11 14:19:08,2026-05-15 03:00:00,2026-02-17 20:19:08
00QynZQEkmNRral4MT,abigail.king@garnerplc.com,Abigail,King,CISO,Garner PLC,Security Executive,C-Suite,Converted,Enterprise Event,False,False,74,True,,+1-343-850-3136x5024,Finance,2025-12-11 05:10:08,2026-05-15 03:00:00,2025-12-21 05:10:08
00QjfsTCT9pEwavS3W,bianca.vazquez@partnerconsulting.com,Bianca,Vazquez,Security Consultant,Smith Inc,Partner / Channel,Manager,Working,Webinar,False,False,33,False,,001-292-751-3271x950,,2026-02-14 12:55:08,2026-05-15 03:00:00,
00QbJRAmf5xgqMH492,tony.stewart@vendorsystems.com,Tony,Stewart,,"Moore, Herrera and Rodriguez",Non-Prospect,Manager,Disqualified,Direct Inbound,True,False,-5,False,,+1-257-930-6524,Finance,2026-04-12 19:00:08,2026-04-12 19:00:08,
00QLAC8Xr8EQCj7MPs,james.lopez@vendorsystems.com,James,Lopez,,"Kim, Phillips and Terry",Non-Prospect,Manager,Nurture,Webinar,False,False,-5,False,,(657)749-8218x274,Cybersecurity,2026-05-17 05:18:08,2026-05-15 03:00:00,2026-05-19 05:18:08
00QZdi2WF7I7SiTA4s,nicholas.lopez@smith-little.com,Nicholas,Lopez,,Smith-Little,,Manager,MQL,Webinar,False,True,88,False,,5959935186,Technology,2026-03-14 01:18:08,2026-05-15 03:00:00,2026-03-19 10:18:08
00QXiVpzmss5ClWZfG,marc.davis@partnerconsulting.com,Marc,Davis,Security Consultant,"Moore, Campbell and Ortiz",,Manager,Working,Direct Inbound,False,False,,False,,+1-910-622-0317x31096,Healthcare,2026-02-14 06:36:08,2026-02-14 06:36:08,
00QVfi4WJxM32d0hPC,jennifer.smith@gmail.com,Jennifer,Smith,Information Security Analyst,Diaz PLC,Security Operations,,Working,Webinar,False,False,66,False,,,Cybersecurity,2026-03-17 02:07:08,2026-05-15 03:00:00,
00QhKFSRGI7i3NjMS6,taylor.fowler@outlook.com,Taylor,Fowler,Director of Cybersecurity,RIOS INC,,Director,Nurture,Webinar,False,False,69,False,,,,2026-05-24 04:09:08,2026-05-15 03:00:00,
00QsDlo0qLBOhjbiUo,robert.wood@competitorsec.com,Robert,Wood,Product Manager,Grant-Hurley,Non-Prospect,,Disqualified,Paid Search,False,False,-1,False,,001-309-548-0141x381,Technology,2025-12-11 12:12:08,2026-05-15 03:00:00,
00QCYjrhyJcOOB4vi2,ashley.meza@competitorsec.com,Ashley,Meza,Security Engineer,"Cruz, Lee and Sandoval",Non-Prospect,,Disqualified,Paid Search,False,False,3,False,,+1-486-419-5761,Manufacturing,2025-12-01 04:13:08,2026-05-15 03:00:00,
00QjOIC1iWO5e0D7Ll,yesenia.ramos@moralesmorganandmoore.com,Yesenia,Ramos,SecOps Manager,"Morales, Morgan and Moore",Security Management,Manager,SQL,Executive Dinner,False,False,78,False,,(558)855-6659x398,Cybersecurity,2025-12-23 08:33:08,2026-05-15 03:00:00,2025-12-24 08:33:08
00Qfg5DV8YTo3k3UAd,seth.sanders@vendorsystems.com,Seth,Sanders,Account Executive,"howe, king and nixon",,Manager,Disqualified,Webinar,False,False,0,False,,001-204-690-8240x4335,Finance,2026-05-23 15:17:08,2026-05-15 03:00:00,
00QiNImEQnUAGWfb7f,clinton.stevens@yahoo.com,Clinton,Stevens,,"DIXON, DUNCAN AND DUNCAN",Security Management,,Working,Paid Search,False,False,72,False,,(324)859-3344,Technology,2025-12-17 04:06:08,2026-05-15 03:00:00,
00QZFw30XBM2JhGgEd,laura.thompson@hardinnavarroandcummings.com,Laura,Thompson,VP of Information Security,"Hardin, Navarro and Cummings",,VP,SQL,Executive Dinner,False,False,87,False,,001-891-894-0961x055,,2026-04-20 11:33:08,2026-05-15 03:00:00,2026-05-07 20:33:08
00QLtMH3K69OcAm3dm,julie.atkinson@kaneandsons.com,Julie,Atkinson,Cyber Security Manager,Kane and Sons,,Manager,Working,Referral,True,False,64,False,,,Cybersecurity,2025-12-02 19:15:08,2026-05-15 03:00:00,
00QLLeI6qccFOAs08b,patrick.torres@waltersltd.com,Patrick,Torres,,Walters Ltd,Security Management,,Nurture,Direct Inbound,False,False,76,False,,2588925832,Cybersecurity,2026-01-09 05:34:08,2026-05-15 03:00:00,
00QhRIhhM4vv4ofazU,christopher.reynolds@mullins-johnston.com,Christopher,Reynolds,Information Security Analyst,Mullins-Johnston,Security Operations,,Working,Enterprise Event,False,False,47,False,,(822)451-7908x6416,,2026-04-28 06:26:08,2026-04-28 06:26:08,
00QL39iyOOe6mRY31B,tony.pearson@castillonadsons.com,Tony,Pearson,,Castillo nad Sons,,VP,Converted,Enterprise Event,False,False,98,True,,789.383.3146,Technology,2026-01-22 17:34:08,2026-05-15 03:00:00,2026-02-02 23:34:08
00QEcrxZfrLE1xcmlA,michael.lee@powers.com,Michael,Lee,,Powers,Security Operations,Individual Contributor,SQL,Webinar,False,False,17,False,,(590)542-5979x270,Cybersecurity,2026-03-24 02:24:08,2026-05-15 03:00:00,2026-03-24 07:24:08
00Q1W5UYI75r9HASVq,daniel.brown@brookstoddandfarrell.com,Daniel,Brown,VP & CISO,"Brooks, Todd and Farrell",Security Executive,C-Suite,Converted,Executive Dinner,False,False,89,True,003uyMwOWYLhJtqlCB,+1-524-505-1477x053,Technology,2026-05-09 12:48:08,2026-05-15 03:00:00,2026-05-26 16:48:08
00QD0nd6rLtdlVr1hN,jessica.thomas@gmail.com,Jessica,Thomas,,"Mills, Green and Webb",,Director,Open,Webinar,False,False,72,False,,001-606-298-0420x439,Cybersecurity,2026-03-10 19:02:08,2026-05-15 03:00:00,
00QSqpQ1vSLveBFoux,paul.nelson@pena-smith.com,Paul,Nelson,Cyber Security Analyst,pena-smith,Security Operations,Individual Contributor,Open,Enterprise Event,False,False,34,False,,+1-351-404-6368x15798,Technology,2026-02-15 00:14:08,2026-02-15 00:14:08,
00QMjc54bLYFWFKvnZ,ann.marquez@masongroup.com,Ann,Marquez,,Mason Group,,VP,Converted,Executive Dinner,False,False,80,True,,,Cybersecurity,2026-04-03 02:05:08,2026-04-03 02:05:08,2026-04-21 12:05:08
00QUhoT2wvF4OLBzJZ,kevin.burns@wrightplc.com,Kevin,Burns,,Wright PLC,Security Operations,Individual Contributor,Converted,Webinar,False,False,,True,,,Technology,2026-03-18 10:17:08,2026-05-15 03:00:00,2026-03-21 11:17:08
00QkeFGyAhRosuZuLg,colleen.young@moorereedandbell.com,Colleen,Young,Security Analyst,"Moore, Reed and Bell",Security Operations,Individual Contributor,SQL,Webinar,False,False,58,False,,840.546.0843x25621,Technology,2026-03-17 04:53:08,2026-05-15 03:00:00,2026-03-21 15:53:08
00Q46f3KwOxBFK6gsv,tara.browning@allen-hernandez.com,Tara,Browning,Information Security Director,Allen-Hernandez,,,Working,Paid Search,False,False,64,False,,,Technology,2026-04-07 07:04:08,2026-05-15 03:00:00,
00QtvkrEnk6qLgorfI,denise.carpenter@cole-anderson.com,Denise,Carpenter,Senior Security Analyst,cole-anderson,,Individual Contributor,SQL,Cold Outreach,False,False,30,False,,+1-332-448-2629x25188,,2026-05-24 09:24:08,2026-05-15 03:00:00,2026-05-30 20:37:08
00QhC4S4h3EfirP8XU,anthony.flores@franco-thomas.com,Anthony,Flores,,franco-thomas,Security Executive,VP,Working,Paid Search,False,False,90,False,,(564)574-2312x20994,Cybersecurity,2026-05-11 21:53:08,2026-05-15 03:00:00,
00QA5Xt0O2cNaix6Pq,christopher.chan@competitorsec.com,Christopher,Chan,,Mcdaniel LLC,,Individual Contributor,Disqualified,Paid Search,True,False,0,False,,,Education,2026-04-06 20:10:08,2026-05-15 03:00:00,
00QmlzqxKNEOlsosEX,taylor.banks@shawplc.com,Taylor,Banks,SOC Analyst,Shaw PLC,Security Operations,,Working,Webinar,False,False,53,False,,(867)272-2330,Cybersecurity,2026-02-12 06:17:08,2026-02-12 06:17:08,
00Qk7Ovyh201LQbqn0,emily.harris@vendorsystems.com,Emily,Harris,Customer Success Manager,Clements-Walker,Non-Prospect,Manager,Disqualified,Direct Inbound,False,False,-15,False,,812.879.7573,Energy,2026-05-17 12:06:08,2026-05-15 03:00:00,
00QYtzJkmM6MuLbSXf,jennifer.long@vendorsystems.com,Jennifer,Long,Customer Success Manager,Franklin Group,Non-Prospect,,Disqualified,Cold Outreach,True,False,-1,False,,001-899-288-0817x7038,Retail,2026-04-20 03:12:08,2026-05-15 03:00:00,
00QX4unT6cb6gyEjso,james.gonzales@partnerconsulting.com,James,Gonzales,Partner Alliance Manager,"hughes, hubbard and estes",,,MQL,Enterprise Event,False,False,38,False,,347-426-4908x2771,Technology,2026-03-22 18:33:08,2026-05-15 03:00:00,2026-03-25 02:33:08
00QzaZLjTXmLtuFbqm,robert.hayes@partnerconsulting.com,Robert,Hayes,,"Pace, Horton and Taylor",Partner / Channel,Manager,Working,Webinar,False,False,43,False,,,Manufacturing,2026-01-07 12:07:08,2026-05-15 03:00:00,
00QFx9T6VSCJbVBDgt,paula.khan@outlook.com,Paula,Khan,,Chavez Ltd,Security Management,,Working,Direct Inbound,False,False,80,False,,345-821-1175,Cybersecurity,2026-04-24 07:58:08,2026-05-15 03:00:00,
00Q0VdEzTZcQL2qmIE,nicholas.james@moodyhuntandherring.com,Nicholas,James,Director of Cybersecurity,"Moody, Hunt and Herring",Security Leadership,,Working,Paid Search,False,False,74,False,,001-425-392-2220x64474,,2026-05-04 06:53:08,2026-05-15 03:00:00,
00QaGhm1h2EMGi2zah,cindy.king@horneinc.com,Cindy,King,Threat Intelligence Analyst,Horne Inc,Security Operations,,Open,Paid Search,False,False,39,False,,877.980.9733x977,Technology,2026-04-24 11:04:08,2026-05-15 03:00:00,
00Q7xLDnuU95kSDtlD,john.kelley@competitorsec.com,John,Kelley,Security Engineer,Burke,Non-Prospect,,Disqualified,Webinar,False,False,0,False,,+1-683-702-2050x209,Finance,2026-05-15 01:08:08,2026-05-15 03:00:00,
00QN2valr4ATwV5INm,victoria.martin@williamsgroup.com,Victoria,Martin,Security Analyst,Williams Group,Security Operations,Individual Contributor,Open,Paid Search,False,False,50,False,,799-898-2795x0145,Cybersecurity,2026-02-21 10:01:08,2026-05-15 03:00:00,
00QrY2PDkW9fXjk2u3,calvin.ruiz@changplc.com,Calvin,Ruiz,,Chang PLC,,VP,Open,Paid Search,False,False,89,False,,245-386-8339,,2026-01-07 08:13:08,2026-05-15 03:00:00,
00QwZteLnkNriBBRph,timothy.barker@blairfullerandbenitez.com,Timothy,Barker,Cyber Security Manager,"Blair, Fuller and Benitez",,,Working,Enterprise Event,False,False,57,False,,001-946-995-4899x529,Cybersecurity,2025-12-24 02:41:08,2026-05-15 03:00:00,
00QxlUaBGatfwp5Lcr,jesse.roberts@morton-stephenson.com,Jesse,Roberts,Security Analyst,Morton-Stephenson,Security Operations,Individual Contributor,Working,Webinar,False,False,40,False,,801.207.1396,,2026-01-30 00:57:08,2026-05-15 03:00:00,
00QUOHgwMSRk0fZhBS,jason.davidson@bailey-shaffer.com,Jason,Davidson,,Bailey-Shaffer,,,SQL,Direct Inbound,False,False,88,False,,001-744-814-4885x015,Technology,2025-12-09 09:40:08,2026-05-15 03:00:00,2025-12-14 18:40:08
00QaPzPdlVjqkcLQzN,james.bass@carrollchoiandcollier.com,James,Bass,Director of Information Security,"Carroll, Choi and Collier",Security Leadership,Director,Converted,Paid Search,False,False,64,True,,+1-677-702-7278x57608,,2026-02-01 18:30:08,2026-02-01 18:30:08,2026-02-03 20:30:08
00QdRlitol2ksRqEJv,lauren.barron@herreraclarkandjennings.com,Lauren,Barron,Cyber Security Analyst,"Herrera, Clark and Jennings",Security Operations,,Open,Enterprise Event,False,False,46,False,,(412)340-5682x996,,2026-01-05 13:53:08,2026-05-15 03:00:00,
00QQrv8IUqFnnq5GND,anthony.gutierrez@thornto-nedwards.com,Anthony,Gutierrez,Director Security Operations,Thornto-nEdwards,,Director,Working,Paid Search,False,False,74,False,,,Finance,2026-05-28 15:11:08,2026-05-15 03:00:00,
00Q3lwkHUBMKRTDpSL,maria.turner@wiley-watson.com,Maria,Turner,Vice President Information Security,Wiley-Watson,,,Converted,Direct Inbound,False,False,91,True,003ybF5276m8Uiu78t,542.715.0317x80782,Technology,2026-02-12 06:48:08,2026-02-12 06:48:08,2026-02-20 15:48:08
00QCkaj2seomfpQ0xD,kimberly.thomas@oconnor-mills.com,Kimberly,Thomas,,Oconnor-Mills,,,Nurture,Referral,False,False,47,False,,282-630-7681,Technology,2025-12-01 12:49:08,2025-12-01 12:49:08,
00Qt5yurP2LHvP8b2l,monica.cook@mcdaniellpc.com,Monica,Cook,,Mcdaniel LPC,,,Working,Enterprise Event,True,False,75,False,,5185409435,Technology,2026-04-12 19:24:08,2026-04-12 19:24:08,
00QxljtPDq7lyGgXvT,scott.wilson@yahoo.com,Scott,Wilson,Cyber Security Analyst,Hill-Flores,Security Operations,Individual Contributor,Nurture,Webinar,False,False,52,False,,(524)710-9881,,2025-12-13 23:12:08,2026-05-15 03:00:00,
00QAUhY4FWS08glAV1,justin.sanchez@partnerconsulting.com,Justin,Sanchez,,"flores, thomas and bush",,,Open,Paid Search,False,False,N/A,False,,949-258-7020,Manufacturing,2025-12-23 20:42:08,2025-12-23 20:42:08,
00QrhEw3QpusYHlwbu,ronald.white@reyesinc.com,Ronald,White,Information Security Analyst,REYES INC,Security Operations,Individual Contributor,SQL,Webinar,True,False,68,False,,,Cybersecurity,2026-04-23 00:06:08,2026-05-15 03:00:00,2026-05-06 04:06:08
00QM445YJcucLSYgFS,sean.kelly@vancesotoandvaughn.com,Sean,Kelly,,"Vance, Soto and Vaughn",Security Operations,Individual Contributor,Working,Cold Outreach,False,False,50,False,,538-517-9217x17477,Cybersecurity,2026-05-10 07:30:08,2026-05-15 03:00:00,
00Q9MHXRdJn5rQlFcy,jonathan.cox@gmail.com,Jonathan,Cox,,Callahan PLC,Security Operations,Individual Contributor,MQL,Webinar,False,False,68,False,,,Technology,2025-12-28 00:17:08,2026-05-15 03:00:00,2025-12-31 03:17:08
00QnLTLCAKHDIvtZj0,mark.valencia@vendorsystems.com,Mark,Valencia,Recruiter,Lyons Ltd,Non-Prospect,Manager,Disqualified,Cold Outreach,False,False,6,False,,477-301-7157x72459,Finance,2025-12-20 05:02:08,2025-12-20 05:02:08,
00QUGsUBCjKMJzVUrU,mark.banks@competitorsec.com,Mark,Banks,Developer,Roth-Robles,Non-Prospect,,Disqualified,Enterprise Event,False,False,-5,False,,387-769-6393x8276,,2026-04-05 14:30:08,2026-04-05 14:30:08,
00QjWTyzUzLtwg27Vt,ryan.baird@partnerconsulting.com,Ryan,Baird,Solutions Engineer,Cervantes PLC,Partner / Channel,,Nurture,Enterprise Event,False,True,23,False,,001-958-732-1971,Healthcare,2026-04-15 08:19:08,2026-05-15 03:00:00,2026-04-17 08:19:08
00QVOQgJzzlbnLFeJz,richard.george@daviswallaceandparker.com,Richard,George,,"Davis, Wallace and Parker",,,Open,Direct Inbound,False,False,57,False,,+1-696-857-0132x90227,,2025-12-28 00:13:08,2025-12-28 00:13:08,
00Q0kw2k65us3mCpL9,leslie.hudson@lanegonzalezandmaldonado.com,Leslie,Hudson,IT Security Manager,"Lane, Gonzalez and Maldonado",,Manager,Working,Webinar,False,False,9999,False,,+1-246-251-9098x62405,,2026-01-31 21:33:08,2026-05-15 03:00:00,2026-02-02 21:33:08
00QP191ezqShWOHbDT,julian.johnson@vendorsystems.com,Julian,Johnson,,"Castro, Irwin and Rodrigeuz",,Manager,Disqualified,Cold Outreach,False,False,-2,False,,(896)756-6668x32723,Education,2025-12-15 06:10:08,2026-05-15 03:00:00,
00Q0UJXSwOipDquRCR,elizabeth.taylor@moore-bright.com,Elizabeth,Taylor,SOC Analyst,Moore-Bright,Security Operations,Individual Contributor,Working,Webinar,False,False,,False,,902-876-2126,Cybersecurity,2026-05-21 16:28:08,2026-05-15 03:00:00,
00Q2IStSJsSPjXhL1p,shannon.kelly@whitehicksandarnold.com,Shannon,Kelly,,"White, Hicks and Arnold",Security Management,Manager,MQL,Enterprise Event,False,False,50,False,,(869)709-7384,Finance,2026-01-18 08:07:08,2026-05-15 03:00:00,2026-02-06 10:07:08
00QKFGx5O1DExPenmj,timothy.richardson@goodplc.com,Timothy,Richardson,Threat Intelligence Analyst,Good PLC,Security Operations,Individual Contributor,Working,Cold Outreach,False,False,40,False,,001-371-528-4781,Cybersecurity,2026-01-16 12:50:08,2026-05-15 03:00:00,
00QygueIHT28dJppTQ,elizabeth.sutton@mccoy-alvarado.com,Elizabeth,Sutton,Information Security Manager,Mccoy-Alvarado,Security Management,,Working,Direct Inbound,False,False,84,False,,+1-994-990-5807,Finance,2026-04-11 20:44:08,2026-05-15 03:00:00,
00QismpVDg2dWeDBDg,lauren.roberts@yahoo.com,Lauren,Roberts,Vice President Information Security,"Gross, Fisher and Yu",,VP,Converted,Executive Dinner,False,False,79,True,,2946940792,Finance,2026-04-11 01:46:08,2026-05-15 03:00:00,2026-05-01 10:46:08
00QUla3FElVPf1vQYm,william.york@webermitchellandmiller.com,William,York,,"Weber, Mitchell and Miller",Security Leadership,,Open,Webinar,False,False,82,False,,442-994-4401x929,Technology,2025-12-25 14:01:08,2026-05-15 03:00:00,
00QlykjPuGDKzToq5Z,jaclyn.washington@morton-green.com,Jaclyn,Washington,Chief Security Officer,Morton-Green,,C-Suite,Working,Webinar,False,False,91,False,,705.212.9276x63723,Technology,2026-02-13 19:49:08,2026-05-15 03:00:00,
00QzOiCrYmPpZbAxIT,steven.alvarez@bakerweissandwilliams.com,Steven,Alvarez,Information Security Analyst,"Baker, Weiss and Williams",Security Operations,Individual Contributor,Open,Webinar,False,False,43,False,,883.766.7428x6047,Finance,2025-12-30 05:35:08,2026-05-15 03:00:00,
00Q7Rp9KddvHBrD2e8,dana.blanchard@vegawilliamsandhardin.com,Dana,Blanchard,Information Security Manager,"Vega, Williams and Hardin",Security Management,Manager,SQL,Enterprise Event,False,True,68,False,,(794)454-4149x67393,Cybersecurity,2025-12-12 12:02:08,2025-12-12 12:02:08,2025-12-28 16:02:08
00QV1RT7wVUntowm8q,marie.smith@kelley-chambers.com,Marie,Smith,Security Analyst,KELLEY-CHAMBERS,Security Operations,,MQL,Webinar,False,False,9999,False,,281-275-3443,Cybersecurity,2026-05-15 04:14:08,2026-05-15 03:00:00,2026-05-15 13:14:08
00QFXWEJNTJ8WGX0f5,mary.sampson@competitorsec.com,Mary,Sampson,Product Manager,"Davis, Mays and Douglas",,Individual Contributor,Nurture,Cold Outreach,False,False,-7,False,,+1-911-319-2692x1244,Education,2026-04-22 00:16:08,2026-05-15 03:00:00,
00QvGQYAbJaZbnAqnP,heather.contreras@chavezcarneyandhammond.com,Heather,Contreras,,"Chavez, Carney and Hammond",,C-Suite,Converted,Referral,False,False,88,True,003tgH6chve15Omk9o,001-954-321-4066x50442,Technology,2026-01-03 16:25:08,2026-05-15 03:00:00,2026-01-07 19:25:08
00Qb26h6b10mdBmVKh,philip.brewer@krause-gonzalez.com,Philip,Brewer,SecOps Manager,Krause-Gonzalez,Security Management,,Converted,Enterprise Event,False,False,87,True,003l9XwpgCaXy1v6ZA,,Cybersecurity,2025-12-27 08:50:08,2025-12-27 08:50:08,2026-01-06 14:50:08
00Q9fNyD6rOuipJhjR,jeffery.schneider@thomasgroup.com,Jeffery,Schneider,Security Analyst,Thomas Group,,Individual Contributor,Working,Direct Inbound,False,False,27,False,,241.201.1947x072,Cybersecurity,2026-02-12 15:26:08,2026-05-15 03:00:00,
00QUYl2gkEsM4qtWu3,peter.smith@myershernandezandrivera.com,Peter,Smith,,"Myers, Hernandez and Rivera",Security Management,Manager,MQL,Cold Outreach,False,False,69,False,,001-777-766-1830x671,Finance,2026-04-20 17:37:08,2026-05-15 03:00:00,2026-05-01 20:37:08
00QgD81HiLNtD3hOwM,deborah.diaz@turnerbrownandshea.com,Deborah,Diaz,Vice President Information Security,"Turner, Brown and Shea",Security Executive,VP,Converted,Executive Dinner,False,False,81,True,003fz2golOu8PGJ2Vi,917-343-2806x34615,Cybersecurity,2026-04-24 12:55:08,2026-05-15 03:00:00,2026-04-26 23:55:08
00QJ5c4xcmlicXktJD,anthony.davies@partnerconsulting.com,Anthony,Davies,,"Kim, Lopez and Johnson",,Manager,Working,Cold Outreach,False,False,43,False,,276.218.4787,Retail,2025-12-22 12:03:08,2025-12-22 12:03:08,
00QOFu9lv2VCf1VqWA,brad.wilson@yahoo.com,Brad,Wilson,,Brown-French,,Manager,Open,Paid Search,False,False,49,False,,+1-287-582-9310x2707,,2026-03-03 11:09:08,2026-05-15 03:00:00,
00Qf1Fy69m0nbTvLj1,rebecca.hoover@bankssmithandchen.com,Rebecca,Hoover,VP Cybersecurity,"Banks, Smith and Chen",,VP,Working,Executive Dinner,False,False,85,False,,,Finance,2025-12-18 23:43:08,2026-05-15 03:00:00,
00QUj6L1r76s383Di6,mary.brown@bryant.com,Mary,Brown,,Bryant,Security Management,,Nurture,Direct Inbound,False,False,88,False,,717-899-3136,Cybersecurity,2026-05-15 07:29:08,2026-05-15 07:29:08,
00QVY6pWOylZe7r3hT,amy.morris@martinez-sutton.com,Amy,Morris,Senior Security Analyst,Martinez-Sutton,Security Operations,Individual Contributor,Working,Enterprise Event,False,False,36,False,,809.425.1142,Finance,2026-01-16 16:48:08,2026-05-15 03:00:00,
00QOshUCe84vq9x3gC,brandi.anderson@woodmartinandsanchez.com,Brandi,Anderson,Threat Intelligence Analyst,"Wood, Martin and Sanchez",,Individual Contributor,Open,Webinar,False,False,47,False,,,Finance,2025-12-27 00:42:08,2026-05-15 03:00:00,
